CustomerID,Name,Email,emailVerified,image,Age,Gender,Location,mobileNumber,CustomerSegment,role,banned,banReason,banExpires,RegistrationDate,updatedAt,BaseProduct,CrossSellProduct,OriginalPrice,Discount%,DiscountedPrice,Strategy
8f577869-9eee-4bfd-8bda-6c9bd8922d36,Tharaka Jayasinghe,user0169@example.com,True,,24,,Matara,763347164,regular_shoppers,user,False,,,2023-08-25 00:00:00+00:00,2023-08-25 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
b08a5608-dbd1-4447-9265-2f70faca904c,Sunil Garcia,user0174@example.com,True,,70,Female,Galle,779751366,regular_shoppers,user,False,,,2024-10-29 00:00:00+00:00,2024-10-29 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
8a40e223-7d92-41ee-9cd9-26d7131af32d,Michael Amarasinghe,user0175@example.com,True,,68,Female,Jaffna,785522135,frequent_shoppers,user,False,,,2023-07-25 00:00:00+00:00,2023-07-25 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
091a5df0-f2f4-4149-b8ef-57eea1290754,Shannon Bandara,user0203@example.com,False,,20,Male,Kalutara,728574987,frequent_shoppers,user,False,,,2023-04-04 00:00:00+00:00,2023-04-04 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
373c8bc9-a10d-482e-92af-12c69877e543,Jessica Perera,user0208@example.com,True,,62,Male,Moratuwa,784939694,occasional_shoppers,user,False,,,2025-02-27 00:00:00+00:00,2025-02-27 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
5284db61-8166-4e57-89a4-b97ce0d0bfb0,Kevin Davis,user0214@example.com,True,,65,Male,Anuradhapura,735579048,occasional_shoppers,user,False,,,2024-03-17 00:00:00+00:00,2024-03-17 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
1aea631f-cb98-4866-a103-c93b8e0d4109,Roshan Rocha,user0215@example.com,True,,44,,Jaffna,776951647,regular_shoppers,user,False,,,2025-10-29 00:00:00+00:00,2025-10-29 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
1369bd39-1641-4be1-af59-d640f1b0c924,Rebecca Garcia,user0237@example.com,True,,72,Male,Batticaloa,783665549,frequent_shoppers,user,False,,,2023-04-22 00:00:00+00:00,2023-04-22 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
8c23591a-3e4c-4e86-8c99-0c496509e67c,David Jayasinghe,user0256@example.com,True,,44,Male,Colombo,737570830,frequent_shoppers,user,False,,,2023-01-15 00:00:00+00:00,2023-01-15 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
70136525-cd1c-4bb5-846c-9c275f52def2,Michael Amarasinghe,user0265@example.com,True,,18,Male,Galle,744587020,regular_shoppers,user,False,,,2023-08-28 00:00:00+00:00,2023-08-28 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
fbbc4b9a-64be-4044-ade9-66507132bdc8,Nethmi Rocha,user0271@example.com,False,,74,Female,Kilinochchi,766797703,regular_shoppers,user,False,,,2023-09-20 00:00:00+00:00,2023-09-20 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
7a4cb80a-ce2b-4364-9134-af8e19135928,Timothy Herrera,user0274@example.com,True,,31,Female,Nuwara Eliya,740677709,frequent_shoppers,user,False,,,2023-09-26 00:00:00+00:00,2023-09-26 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
6fbe5d36-f005-47c6-b907-314c62448437,Shannon De Silva,user0275@example.com,True,,33,Female,Negombo,794644676,frequent_shoppers,user,False,,,2025-05-13 00:00:00+00:00,2025-05-13 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
3883f26e-74d5-4b6f-b0a1-b2586e3e1444,Sarah Silva,user0276@example.com,True,,68,Male,Kandy,744130183,occasional_shoppers,user,False,,,2023-05-03 00:00:00+00:00,2023-05-03 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
65b08a4c-8249-41e2-a45d-084e6cb3ca56,Zachary Brooks,user0293@example.com,True,,24,Other,Matara,783763371,frequent_shoppers,user,False,,,2023-03-28 00:00:00+00:00,2023-03-28 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
a4947a44-ad0c-4b37-8c2b-0c5ca64dba2d,Chamara Seneviratne,user0297@example.com,True,,75,Male,Badulla,768720256,regular_shoppers,user,False,,,2023-03-22 00:00:00+00:00,2023-03-22 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
d10dcf1a-b1a1-49c9-a6af-c202d654cd85,Kim Santos,user0304@example.com,True,,51,Female,Anuradhapura,784912498,occasional_shoppers,user,False,,,2024-01-02 00:00:00+00:00,2024-01-02 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
6e2541f1-2b53-4135-ab0a-5257c3e6d9cb,Jessica Rajapaksa,user0306@example.com,True,,56,Male,Ratnapura,753412847,regular_shoppers,user,False,,,2025-05-31 00:00:00+00:00,2025-05-31 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
3c7c4ec9-1e79-4efb-aa6e-71658eeda817,Sarah Ray,user0343@example.com,True,,57,Female,Kilinochchi,752478375,regular_shoppers,user,False,,,2024-08-11 00:00:00+00:00,2024-08-11 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
0b3b17c9-9426-4260-9469-33a4af6f71e3,Sunil Davis,user0353@example.com,True,,20,Female,Colombo,716192775,frequent_shoppers,user,False,,,2023-06-28 00:00:00+00:00,2023-06-28 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
c498f01d-6abf-4c3d-92fa-c15a019a8947,Lauren Shaffer,user0360@example.com,True,,47,Male,Negombo,797167893,regular_shoppers,user,False,,,2023-08-08 00:00:00+00:00,2023-08-08 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
54a96957-60d2-4bea-b9c3-c99e1a5e90b8,Allison Jayasinghe,user0366@example.com,True,,43,Female,Vavuniya,747877483,frequent_shoppers,user,False,,,2025-01-05 00:00:00+00:00,2025-01-05 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
75e1a353-e6cb-46f3-b19e-6534f41e5577,Cynthia Garcia,user0370@example.com,True,,46,Male,Colombo,746138183,occasional_shoppers,user,False,,,2024-04-29 00:00:00+00:00,2024-04-29 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
254033e8-e65d-42f0-b893-c2842c8c33e8,Nimal Santos,user0373@example.com,True,,52,Male,Ratnapura,772979305,frequent_shoppers,user,False,,,2025-07-18 00:00:00+00:00,2025-07-18 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
95586e7b-6884-4c44-9586-fc11ba591e23,Connor Peterson,user0379@example.com,False,,65,Female,Nuwara Eliya,770239684,frequent_shoppers,user,False,,,2025-06-09 00:00:00+00:00,2025-06-09 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
cf45f042-70b9-42e1-a36e-b2cc9b6037c6,Michael Jayasinghe,user0395@example.com,True,,55,Female,Trincomalee,763956682,regular_shoppers,user,False,,,2024-11-21 00:00:00+00:00,2024-11-21 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
22afe664-09ca-4c6f-829a-7afd0645575e,Nimal Ray,user0401@example.com,False,,30,Male,Moratuwa,758881166,frequent_shoppers,user,False,,,2023-03-30 00:00:00+00:00,2023-03-30 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
80c2ec56-6c8f-4bee-804f-bc099d4f5168,David Brooks,user0416@example.com,False,,69,Female,Galle,733999716,occasional_shoppers,user,False,,,2023-06-28 00:00:00+00:00,2023-06-28 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
a6836e3c-944f-4e2b-bb07-3b73604b4239,Lauren Wijesinghe,user0424@example.com,True,,66,Female,Gampaha,728713077,frequent_shoppers,user,False,,,2025-09-07 00:00:00+00:00,2025-09-07 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
b16e16b6-3635-4dab-9ed7-ef956c6426b2,Dilshan Nelson,user0449@example.com,True,,69,Male,Nuwara Eliya,724500436,regular_shoppers,user,False,,,2023-10-29 00:00:00+00:00,2023-10-29 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
50709c93-3a92-4fe4-bd49-fe834837bd8a,Daniel Nelson,user0450@example.com,True,,32,Male,Kandy,761356129,regular_shoppers,user,False,,,2023-02-24 00:00:00+00:00,2023-02-24 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
dfe17005-ebed-4329-8356-bd64bd17cde7,Nethmi Rajapaksa,user0455@example.com,True,,36,Male,,793906615,regular_shoppers,user,False,,,2023-02-25 00:00:00+00:00,2023-02-25 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
4a59cb91-8437-4225-a905-fc4450b94a74,Jessica Herrera,user0459@example.com,True,,41,Male,Galle,749905650,regular_shoppers,user,False,,,2024-08-11 00:00:00+00:00,2024-08-11 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
9d6e6795-e21f-4ddf-aa1a-34440500021b,Nimal Seneviratne,user0462@example.com,True,,74,,Kurunegala,795621026,regular_shoppers,user,False,,,2025-08-15 00:00:00+00:00,2025-08-15 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
3a44743f-b8a0-4af4-ac2e-a9c646d12bfd,Connor Adams,user0465@example.com,True,,30,,Matara,714966557,regular_shoppers,user,False,,,2025-06-12 00:00:00+00:00,2025-06-12 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
84e4cde8-6604-4072-886f-28b0d8d374cd,Zachary Herrera,user0466@example.com,True,,19,Female,Kurunegala,717425900,frequent_shoppers,user,False,,,2025-09-22 00:00:00+00:00,2025-09-22 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
cb98fd17-ae4e-4671-a47a-3be8b597d19d,Thilini Perera,user0468@example.com,True,,51,Female,Kilinochchi,752065222,occasional_shoppers,user,False,,,2024-05-02 00:00:00+00:00,2024-05-02 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
bb4cbaeb-b33c-437d-aee3-2259f5340864,Michael Davis,user0485@example.com,True,,63,Male,Kandy,767725168,regular_shoppers,user,False,,,2024-07-29 00:00:00+00:00,2024-07-29 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
3567a392-fe9f-4069-876e-3ad9d760aeaa,Monica Henderson,user0496@example.com,True,,47,Female,Moratuwa,768700864,regular_shoppers,user,False,,,2023-06-21 00:00:00+00:00,2023-06-21 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
903e7f86-1727-4b00-a5ad-6e402fb56645,Daniel Hill,user0501@example.com,True,,48,Male,Moratuwa,763015631,occasional_shoppers,user,False,,,2025-01-08 00:00:00+00:00,2025-01-08 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
9ce477a9-18c8-4539-a706-9b65124fc443,Kevin Peterson,user0504@example.com,True,,30,Male,Nuwara Eliya,776532158,frequent_shoppers,user,False,,,2025-06-03 00:00:00+00:00,2025-06-03 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
f4941e7e-8544-46af-8a22-9b73c95fb8b0,Sarah Hill,user0506@example.com,True,,38,Male,Moratuwa,768549800,regular_shoppers,user,False,,,2024-12-11 00:00:00+00:00,2024-12-11 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
b23d154b-586a-4097-818f-bcb57f2d6a9f,Nimal Peterson,user0509@example.com,True,,30,Female,Moratuwa,758155542,regular_shoppers,user,False,,,2023-04-07 00:00:00+00:00,2023-04-07 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
4314c88a-68ee-4a32-8c99-3d9c4bdfafea,Mark Burgess,user0510@example.com,True,,29,Female,,740077607,regular_shoppers,user,False,,,2024-04-09 00:00:00+00:00,2024-04-09 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
3dd99667-3b8e-443f-a15c-8ff3198dc1d0,Roshan Henderson,user0512@example.com,True,,46,Other,Jaffna,715633042,regular_shoppers,user,False,,,2023-07-28 00:00:00+00:00,2023-07-28 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
a1e940e4-84d7-499f-8c77-c0c75623db01,Monica Henderson,user0520@example.com,True,,42,Female,Vavuniya,795320264,frequent_shoppers,user,False,,,2024-10-01 00:00:00+00:00,2024-10-01 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
e8c1e79b-1170-4878-9464-53180b1b4900,Thilini Fernando,user0523@example.com,True,,75,Female,Trincomalee,779748476,regular_shoppers,user,False,,,2023-10-14 00:00:00+00:00,2023-10-14 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
710a56d9-3d05-4173-a835-fe4eb90b6524,Sarah Shaffer,user0527@example.com,True,,47,Female,Badulla,759604988,frequent_shoppers,user,False,,,2025-04-16 00:00:00+00:00,2025-04-16 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
50df241b-f696-4a0e-8529-546261cc9ff8,Angela Henderson,user0529@example.com,False,,37,Male,Moratuwa,715997180,,user,False,,,2024-12-15 00:00:00+00:00,2024-12-15 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
a05f847a-c8c8-4a7b-9126-8e46f4649fb8,Thilini Nelson,user0532@example.com,True,,73,Male,Matara,793041052,frequent_shoppers,user,False,,,2023-06-24 00:00:00+00:00,2023-06-24 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
ac0bf3b3-053c-463b-b57c-fe1c3ed42b71,Tammy Amarasinghe,user0540@example.com,True,,20,,Matara,774717944,frequent_shoppers,user,False,,,2023-05-04 00:00:00+00:00,2023-05-04 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
e968c73b-ec3a-4eb7-968b-ad2468dc8660,Sarah Fernando,user0560@example.com,True,,27,Female,Kandy,737012825,frequent_shoppers,user,False,,,2024-02-15 00:00:00+00:00,2024-02-15 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
0248fe61-de5c-43da-b965-28c16258482c,Dilshan Ray,user0568@example.com,True,,36,Male,Batticaloa,720926356,occasional_shoppers,user,False,,,2025-09-28 00:00:00+00:00,2025-09-28 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
3d9a4c4e-c301-45c8-b9ca-49dc26beac33,Daniel Santos,user0574@example.com,True,,52,Male,Matara,791072076,occasional_shoppers,user,False,,,2024-07-16 00:00:00+00:00,2024-07-16 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
2873b5cd-94cc-4b1f-822b-8d444797cf7c,Priya Hill,user0578@example.com,True,,54,Male,Moratuwa,767139083,occasional_shoppers,user,False,,,2024-11-26 00:00:00+00:00,2024-11-26 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
1aefeefa-a458-4164-8d9f-582513e87c2b,Sunil Seneviratne,user0579@example.com,True,,67,Male,Kandy,790933663,frequent_shoppers,user,False,,,2024-11-07 00:00:00+00:00,2024-11-07 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
cf02ee93-7c98-4c9c-9e73-4804f17edf8e,Patricia Burgess,user0593@example.com,True,,30,Male,Ratnapura,722965862,occasional_shoppers,user,False,,,2023-05-10 00:00:00+00:00,2023-05-10 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
05884ada-b97c-4f46-8e3a-8f02fc9d8ae5,Lauren Santos,user0598@example.com,True,,56,Male,Trincomalee,792724918,occasional_shoppers,user,False,,,2023-01-28 00:00:00+00:00,2023-01-28 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
9c5e2eb0-8d02-4bf5-a3e8-d42955fcc8a3,Connor De Silva,user0608@example.com,True,,49,Other,Kandy,768558918,frequent_shoppers,user,False,,,2023-11-29 00:00:00+00:00,2023-11-29 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
d6d4ae94-321a-4d7e-8134-73f933809708,Connor Silva,user0639@example.com,True,,68,Female,Vavuniya,737845315,occasional_shoppers,user,False,,,2023-09-12 00:00:00+00:00,2023-09-12 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
f5f8f486-1e99-4e90-adfe-6b743dbdd550,Tharaka Gunasekara,user0666@example.com,True,,25,Male,Negombo,761050068,regular_shoppers,user,False,,,2023-07-06 00:00:00+00:00,2023-07-06 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
8b136560-739c-40c6-be14-fba1fda280c5,Thilini Seneviratne,user0670@example.com,False,,56,Female,Nuwara Eliya,797826062,frequent_shoppers,user,False,,,2023-09-04 00:00:00+00:00,2023-09-04 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
c2740dc8-3db1-45b8-8f29-8a3460327165,Rebecca Herrera,user0675@example.com,True,,30,Female,,780474132,regular_shoppers,user,False,,,2025-10-28 00:00:00+00:00,2025-10-28 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
e9f483ed-9c22-4b3d-82fb-8e80427e0c75,Gabrielle Shaffer,user0690@example.com,True,,64,Male,Kurunegala,765558669,regular_shoppers,user,False,,,2025-10-09 00:00:00+00:00,2025-10-09 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
8f68bc1b-b0d2-4cfa-a357-a8a9b6604e5a,Sunil Davis,user0709@example.com,True,,50,Female,Kalutara,796418337,regular_shoppers,user,False,,,2023-03-29 00:00:00+00:00,2023-03-29 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
ab1b40af-9717-4c73-8602-91726a7fad48,Nimal Santos,user0711@example.com,True,,47,Female,Galle,736772544,frequent_shoppers,user,False,,,2025-03-23 00:00:00+00:00,2025-03-23 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
9091add9-c97b-4fda-b8ae-5d8c9a1ca089,Connor Rocha,user0712@example.com,True,,39,Female,Moratuwa,729530531,regular_shoppers,user,False,,,2023-11-15 00:00:00+00:00,2023-11-15 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
2ce11573-845d-4ea3-8913-24811fefa544,Crystal Bandara,user0721@example.com,True,,51,Male,Gampaha,761212562,frequent_shoppers,user,False,,,2023-11-30 00:00:00+00:00,2023-11-30 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
d67802b8-9692-4061-949d-b5d7bb0c3b10,Zachary Jayasinghe,user0727@example.com,True,,71,Female,Nuwara Eliya,768707047,frequent_shoppers,user,False,,,2024-10-13 00:00:00+00:00,2024-10-13 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
67bbf0c7-2007-4a53-b1c2-bc33e213aaf3,Isuru Peterson,user0738@example.com,True,,46,Female,Jaffna,794919350,regular_shoppers,user,False,,,2024-12-23 00:00:00+00:00,2024-12-23 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
ec1813f8-eaf9-49d1-b1d7-46c8f5373f28,Kimberly Burgess,user0740@example.com,True,,31,Male,Jaffna,738692049,,user,False,,,2023-01-23 00:00:00+00:00,2023-01-23 00:00:00+00,Raigam Brown Bread,Prima Yogurt,697.09,15,592.5265,Cross-Sell
