id,name,email,emailVerified,image,age,gender,City,mobileNumber,customerSegment,role,banned,banReason,banExpires,createdAt,updatedAt
0f05a484-d5c1-42d3-a7d3-117da06ffc68,Joel Jayasinghe,user0015@example.com,True,,28,Female,Kurunegala,0741880763,frequent_shoppers,user,False,,,2025-01-16 00:00:00+00,2025-01-16 00:00:00+00
9d2274d3-ce20-4350-b9aa-80b38551314c,Carmen Jayasinghe,user0016@example.com,True,,65,Male,Moratuwa,0747818761,frequent_shoppers,user,False,,,2025-06-21 00:00:00+00,2025-06-21 00:00:00+00
dacc3317-1c8a-4726-b70e-451038504c53,Victoria Perera,user0017@example.com,True,,28,Female,Batticaloa,0723769360,regular_shoppers,user,False,,,2025-01-30 00:00:00+00,2025-01-30 00:00:00+00
4eeeb541-863d-40f6-a80d-ed2aefba5cf9,Roshan Herath,user0018@example.com,True,,25,Female,Kilinochchi,0756920514,regular_shoppers,user,False,,,2024-03-30 00:00:00+00,2024-03-30 00:00:00+00
99d38eb0-1945-4624-98eb-508298cb5d93,Angie Garcia,user0019@example.com,True,,50,Male,Trincomalee,0797236246,,user,False,,,2023-07-22 00:00:00+00,2023-07-22 00:00:00+00
83310834-9937-4dab-9960-4ceb94e65946,Jessica Dissanayake,user0020@example.com,True,,20,Female,Negombo,0712550658,regular_shoppers,user,False,,,2023-01-11 00:00:00+00,2023-01-11 00:00:00+00
1a01a681-cd5a-4ffd-818a-e3b5ef5842c2,Mark Ray,user0021@example.com,True,,53,Female,Matara,0793592219,frequent_shoppers,user,False,,,2024-05-03 00:00:00+00,2024-05-03 00:00:00+00
6df66b90-703f-475f-9754-79f292675047,Michael Santos,user0022@example.com,True,,75,Female,Trincomalee,0742287985,regular_shoppers,user,False,,,2023-01-04 00:00:00+00,2023-01-04 00:00:00+00
ee0d4a7d-dd45-4f31-8a87-cd27dfbb2179,Kavinda Garcia,user0023@example.com,True,,60,Other,Kilinochchi,0762405812,occasional_shoppers,user,False,,,2025-11-05 00:00:00+00,2025-11-05 00:00:00+00
e5cb1990-4449-4e2d-93bf-b2b6b1c01e7f,Lauren Henderson,user0024@example.com,True,,41,Male,Badulla,0754629892,occasional_shoppers,user,False,,,2023-08-01 00:00:00+00,2023-08-01 00:00:00+00
94ed3cec-64b9-48d4-ac52-4dfd39cd023d,Joel Henderson,user0025@example.com,True,,39,Male,Gampaha,0718469210,regular_shoppers,user,False,,,2024-01-09 00:00:00+00,2024-01-09 00:00:00+00
56162d95-1eaa-40f9-bd9e-5269f80473f4,Roshan Seneviratne,user0026@example.com,True,,20,Male,Kandy,0782884346,regular_shoppers,user,False,,,2025-03-26 00:00:00+00,2025-03-26 00:00:00+00
8f721a65-a6ca-4aeb-a523-5c40320747c3,Lauren Nelson,user0027@example.com,True,,,Male,Kandy,0768646621,regular_shoppers,user,False,,,2023-09-12 00:00:00+00,2023-09-12 00:00:00+00
359495de-8947-4ccc-8489-675a4c787ba0,Connor De Silva,user0028@example.com,True,,42,Male,Badulla,0720593403,regular_shoppers,user,False,,,2023-06-19 00:00:00+00,2023-06-19 00:00:00+00
e147ee33-a8a9-4145-8396-5b7c24e51a5b,Tammy Jayasinghe,user0029@example.com,True,,29,Male,Matara,0769580374,regular_shoppers,user,False,,,2025-05-22 00:00:00+00,2025-05-22 00:00:00+00
e26016f0-15ca-4fa3-8d80-2f0f324954dd,Crystal Brooks,user0030@example.com,False,,,Male,Batticaloa,0795565484,occasional_shoppers,user,False,,,2023-04-28 00:00:00+00,2023-04-28 00:00:00+00
765f5657-0414-48e9-a418-144835404db3,Connor Burgess,user0031@example.com,True,,65,Female,Gampaha,0796592295,,user,False,,,2023-05-18 00:00:00+00,2023-05-18 00:00:00+00
2ab929b6-09af-4b59-b3e1-239c366fa1c9,Timothy Burgess,user0032@example.com,True,,54,,Gampaha,0781062902,regular_shoppers,user,False,,,2023-06-07 00:00:00+00,2023-06-07 00:00:00+00
6fca00f1-3536-4872-8c42-8709b68d6707,Timothy Hicks,user0033@example.com,True,,35,Male,Moratuwa,0744935501,rare_shoppers,user,False,,,2023-08-30 00:00:00+00,2023-08-30 00:00:00+00
4e0cd23a-cba2-4c1b-ade7-8567debd967e,Roshan Brooks,user0034@example.com,True,,57,Female,Jaffna,0769741812,frequent_shoppers,user,False,,,2023-12-20 00:00:00+00,2023-12-20 00:00:00+00
b5996cae-ab09-45ec-bc2e-e8c3d2323160,Monica Dissanayake,user0035@example.com,True,,72,Female,Vavuniya,0795590648,occasional_shoppers,user,False,,,2023-11-19 00:00:00+00,2023-11-19 00:00:00+00
200e1c1c-add6-4901-9a51-c03a19f1101c,Kimberly Dissanayake,user0036@example.com,True,,32,Male,Moratuwa,0784040798,,user,False,,,2025-01-25 00:00:00+00,2025-01-25 00:00:00+00
1485806b-76fa-49be-b019-01bb5870967a,Joel Jayasinghe,user0037@example.com,True,,22,Other,Kilinochchi,0752550733,regular_shoppers,user,False,,,2023-06-01 00:00:00+00,2023-06-01 00:00:00+00
4505b8b9-aa93-4403-9fa6-1a3f096012bc,Chamara Santos,user0038@example.com,True,,61,Male,Vavuniya,0717437386,frequent_shoppers,user,False,,,2023-09-22 00:00:00+00,2023-09-22 00:00:00+00
2c493387-42e2-403c-8eda-e95ad3b8027b,Daniel Perera,user0039@example.com,True,,28,Female,Kilinochchi,0783932683,occasional_shoppers,user,False,,,2024-05-28 00:00:00+00,2024-05-28 00:00:00+00
00b7adeb-56e5-4558-b160-e0776aed17f8,Linda Davis,user0040@example.com,True,,57,Female,Negombo,0785647532,regular_shoppers,user,False,,,2024-11-22 00:00:00+00,2024-11-22 00:00:00+00
4fd88b1b-7844-44ff-aa42-744ed34db691,Cristian Bandara,user0041@example.com,True,,23,,Batticaloa,0714064904,occasional_shoppers,user,False,,,2025-05-03 00:00:00+00,2025-05-03 00:00:00+00
a2696f7d-149e-4afe-a278-650fa764acac,Kevin Wijesinghe,user0042@example.com,True,,36,Male,Nuwara Eliya,0765783806,frequent_shoppers,user,False,,,2023-05-03 00:00:00+00,2023-05-03 00:00:00+00
9feaf981-d2f4-47a9-9748-cd81b48cf3f5,Lauren Brooks,user0043@example.com,True,,56,Female,Badulla,0724251766,frequent_shoppers,user,False,,,2025-01-28 00:00:00+00,2025-01-28 00:00:00+00
bb499f5a-8a2c-4e47-99b9-0610b3f8d991,Lisa Adams,user0044@example.com,True,,35,Male,Nuwara Eliya,0787535841,regular_shoppers,user,False,,,2023-11-24 00:00:00+00,2023-11-24 00:00:00+00
7b1de032-5785-4458-9aa3-741872901121,Isuru Rocha,user0045@example.com,True,,28,Female,Matara,0742310051,frequent_shoppers,user,False,,,2025-03-16 00:00:00+00,2025-03-16 00:00:00+00
124d27f0-c178-4811-9626-fe4200ccbd59,Rebecca Fernando,user0046@example.com,True,,21,Female,Moratuwa,0745496951,frequent_shoppers,user,False,,,2023-08-09 00:00:00+00,2023-08-09 00:00:00+00
c94bbf5b-bfff-4504-a48d-ce2901d677ba,Isuru Burgess,user0047@example.com,True,,41,,Vavuniya,0770445541,regular_shoppers,user,False,,,2023-05-31 00:00:00+00,2023-05-31 00:00:00+00
9ded5262-a5ca-47f5-9d30-07a6a4182dde,Buddhika Silva,user0048@example.com,True,,57,Male,Nuwara Eliya,0736717096,rare_shoppers,user,False,,,2025-01-18 00:00:00+00,2025-01-18 00:00:00+00
6debe5bd-12cd-4954-ae72-376be0b23481,Sachini Perera,user0049@example.com,True,,20,,Ratnapura,0779190008,regular_shoppers,user,False,,,2023-11-02 00:00:00+00,2023-11-02 00:00:00+00
281e8217-71cd-42c3-aec0-ca79f6a9b100,Joel Rocha,user0050@example.com,True,,38,Other,Matara,0785554415,regular_shoppers,user,False,,,2025-11-09 00:00:00+00,2025-11-09 00:00:00+00
5dccb727-0c18-4826-8466-168aa36a1191,Kim Peterson,user0051@example.com,True,,41,Male,Matara,0745638891,occasional_shoppers,user,False,,,2023-02-24 00:00:00+00,2023-02-24 00:00:00+00
ccba1600-0f6c-4045-b095-333828098885,Chamara Dissanayake,user0052@example.com,True,,55,Female,Kurunegala,0742507072,occasional_shoppers,user,False,,,2025-02-17 00:00:00+00,2025-02-17 00:00:00+00
0c67a794-c817-45ab-a35c-10d01797deb5,Cristian Fernando,user0053@example.com,True,,25,Male,Kalutara,0718359252,regular_shoppers,user,False,,,2025-08-23 00:00:00+00,2025-08-23 00:00:00+00
47e7af96-ba12-45c7-96e0-5343ca74363e,Roshan Davis,user0054@example.com,True,,53,Female,Ratnapura,0757551594,regular_shoppers,user,False,,,2025-12-27 00:00:00+00,2025-12-27 00:00:00+00
24cef0e0-3c2d-4921-81b1-8056e7b7848b,Sunil Seneviratne,user0055@example.com,True,,61,Female,Anuradhapura,0749945150,regular_shoppers,user,False,,,2024-09-03 00:00:00+00,2024-09-03 00:00:00+00
abcc74bc-379b-4649-af88-ae3d7c213979,David Wickramasinghe,user0056@example.com,True,,63,Male,Batticaloa,0762953249,regular_shoppers,user,False,,,2025-02-16 00:00:00+00,2025-02-16 00:00:00+00
ffb7cd61-beb1-4f5a-b724-20003d4103d6,Crystal Seneviratne,user0057@example.com,True,,36,,Galle,0738720823,regular_shoppers,user,False,,,2024-06-09 00:00:00+00,2024-06-09 00:00:00+00
75fdf23d-a4e6-4300-997d-a972760121d4,Zachary Bandara,user0058@example.com,True,,53,Male,Trincomalee,0741250794,occasional_shoppers,user,False,,,2025-12-23 00:00:00+00,2025-12-23 00:00:00+00
b1643780-394f-4732-956d-552ba521035f,Abigail Shaffer,user0059@example.com,True,,63,Female,Vavuniya,0736770527,frequent_shoppers,user,False,,,2025-09-01 00:00:00+00,2025-09-01 00:00:00+00
b3e12b28-cd1d-40b4-bf71-c81100d374ee,Buddhika Stewart,user0060@example.com,True,,59,Female,Trincomalee,0733496796,occasional_shoppers,user,False,,,2023-03-18 00:00:00+00,2023-03-18 00:00:00+00
b4e2bfbe-cbcb-4885-8ec0-5e3a6d7a0056,Angela Wijesinghe,user0061@example.com,True,,20,Male,Matara,0754968591,frequent_shoppers,user,False,,,2023-08-08 00:00:00+00,2023-08-08 00:00:00+00
2f11b809-4563-46ea-a3fc-96e4550bfc61,David Brooks,user0062@example.com,True,,52,Female,Kilinochchi,0771594457,frequent_shoppers,user,False,,,2023-08-19 00:00:00+00,2023-08-19 00:00:00+00
bfd2e7fd-0cde-4573-b97e-95c895209206,Chamara Nelson,user0063@example.com,True,,18,Female,Anuradhapura,0779159799,occasional_shoppers,user,False,,,2025-04-10 00:00:00+00,2025-04-10 00:00:00+00
84d2c0d8-6e8a-4a0b-8888-60fa51969711,Lisa Santos,user0064@example.com,True,,24,Male,Trincomalee,0745835371,,user,False,,,2025-02-24 00:00:00+00,2025-02-24 00:00:00+00
63f73b1c-ff2a-451e-ac72-47bf9ae99fb8,Jessica Stewart,user0065@example.com,True,,54,,Trincomalee,0777447155,frequent_shoppers,user,False,,,2024-09-20 00:00:00+00,2024-09-20 00:00:00+00
10b94ffc-1e7f-4903-9296-fd334e4806e1,Roshan Seneviratne,user0066@example.com,True,,25,Female,Trincomalee,0791300905,frequent_shoppers,user,False,,,2023-11-10 00:00:00+00,2023-11-10 00:00:00+00
62709bd1-e7c6-4c34-8194-d3823cf78648,Timothy Garcia,user0067@example.com,True,,48,Female,Trincomalee,0780890196,regular_shoppers,user,False,,,2023-06-17 00:00:00+00,2023-06-17 00:00:00+00
51a216da-8427-47d9-9ee5-708fee59cf05,Roshan Burgess,user0068@example.com,True,,54,Female,Anuradhapura,0769302835,frequent_shoppers,user,False,,,2024-11-02 00:00:00+00,2024-11-02 00:00:00+00
1d282da9-04de-48f4-9c0d-df05fcafc42c,Daniel Rajapaksa,user0069@example.com,True,,55,Female,Kandy,0785000490,regular_shoppers,user,False,,,2025-07-24 00:00:00+00,2025-07-24 00:00:00+00
71f3b56a-a6cb-4903-987c-54d6637c4d8d,Michael Rajapaksa,user0070@example.com,True,,64,,Colombo,0718557710,regular_shoppers,user,False,,,2023-04-03 00:00:00+00,2023-04-03 00:00:00+00
84467e80-e027-4963-92c7-0d530ebbed0b,Anil Henderson,user0071@example.com,True,,22,Male,Kurunegala,0761335545,occasional_shoppers,user,False,,,2025-05-10 00:00:00+00,2025-05-10 00:00:00+00
bb770712-7cf7-4281-aeb1-c6a41e3b2f17,Carmen Herath,user0072@example.com,True,,42,Female,Vavuniya,0782109613,occasional_shoppers,user,False,,,2023-08-31 00:00:00+00,2023-08-31 00:00:00+00
f6e7ff30-3efb-4db8-a1cf-48265cb414f6,Connor Perera,user0073@example.com,True,,32,Female,Gampaha,0740824989,regular_shoppers,user,False,,,2025-12-25 00:00:00+00,2025-12-25 00:00:00+00
178d0811-d64b-4685-be79-aa881f43dc22,Patricia Brooks,user0074@example.com,True,,35,Female,Kandy,0719031632,regular_shoppers,user,False,,,2023-02-02 00:00:00+00,2023-02-02 00:00:00+00
6c6212bd-0e7c-41d9-a974-c048a7d60533,Shannon Jayasinghe,user0075@example.com,True,,,Female,,0717575790,regular_shoppers,user,False,,,2024-04-24 00:00:00+00,2024-04-24 00:00:00+00
4465f62f-c786-43a8-868b-73090dc3d928,Joel Perera,user0076@example.com,True,,32,Female,Ratnapura,0750332555,occasional_shoppers,user,False,,,2025-12-03 00:00:00+00,2025-12-03 00:00:00+00
6d5b5344-1f99-4aa1-b382-fc016562a73c,Linda Henderson,user0077@example.com,True,,55,Female,Kalutara,0761157708,frequent_shoppers,user,False,,,2024-12-06 00:00:00+00,2024-12-06 00:00:00+00
769c5cdb-d840-4208-97ab-efd241519d88,Sarah Rocha,user0078@example.com,True,,44,Male,Moratuwa,0717734153,regular_shoppers,user,False,,,2023-10-23 00:00:00+00,2023-10-23 00:00:00+00
ae6c1e0f-36c2-4384-bdba-617350ce8a46,Priya Garcia,user0079@example.com,False,,53,Male,Ratnapura,0735566010,rare_shoppers,user,False,,,2025-01-29 00:00:00+00,2025-01-29 00:00:00+00
55410b0b-d8c0-476c-a600-31a5cb305088,Abigail Nelson,user0080@example.com,True,,56,Female,Vavuniya,0712058055,regular_shoppers,user,False,,,2024-11-12 00:00:00+00,2024-11-12 00:00:00+00
45fc758e-4328-4006-afed-72d99b02effe,Rebecca Amarasinghe,user0081@example.com,True,,65,Other,Trincomalee,0784098828,occasional_shoppers,user,False,,,2025-03-23 00:00:00+00,2025-03-23 00:00:00+00
23db0401-fe2a-442e-9be5-6753bad7e2f5,Lisa Seneviratne,user0082@example.com,True,,47,Male,Kilinochchi,0752980983,regular_shoppers,user,False,,,2025-08-19 00:00:00+00,2025-08-19 00:00:00+00
a2535f59-1582-443b-9e79-f46b87a71207,Rebecca Burgess,user0083@example.com,True,,20,Male,Batticaloa,0736332415,regular_shoppers,user,False,,,2025-05-05 00:00:00+00,2025-05-05 00:00:00+00
be7fab3c-b75c-4dbd-b7f0-44b4efa22486,Jessica Adams,user0084@example.com,True,,71,Female,Ratnapura,0757268285,occasional_shoppers,user,False,,,2025-10-01 00:00:00+00,2025-10-01 00:00:00+00
dab4c1d6-e75d-4e10-b108-fd0e0db5825b,Jennifer Davis,user0085@example.com,True,,49,Female,Kandy,0799686372,occasional_shoppers,user,False,,,2023-06-02 00:00:00+00,2023-06-02 00:00:00+00
65a46203-4a7b-4006-9bdf-0908b83707ea,Abigail Seneviratne,user0086@example.com,True,,,Female,Negombo,0718113477,,user,False,,,2025-11-01 00:00:00+00,2025-11-01 00:00:00+00
dea60ebf-a627-4c57-9b71-e8c614f141ed,Nethmi Gunasekara,user0087@example.com,True,,57,Female,,0746875077,regular_shoppers,user,False,,,2023-02-04 00:00:00+00,2023-02-04 00:00:00+00
dd379275-7374-4c5d-97c6-3ae139868635,Anil Stewart,user0088@example.com,True,,,Female,Kurunegala,0793185576,frequent_shoppers,user,False,,,2023-11-01 00:00:00+00,2023-11-01 00:00:00+00
70b0b8d9-e678-4dbe-ae3e-1428db46610f,Sarah Nelson,user0089@example.com,True,,35,Male,Gampaha,0720820219,rare_shoppers,user,False,,,2024-04-07 00:00:00+00,2024-04-07 00:00:00+00
5fc9fb07-a7b8-4264-8d51-f2b31af80983,Chamara Herath,user0090@example.com,True,,20,Male,Kandy,0768238367,occasional_shoppers,user,False,,,2023-06-19 00:00:00+00,2023-06-19 00:00:00+00
ce49bd9a-4df4-4e50-ae57-8f98c41c1899,Chamara Dissanayake,user0091@example.com,True,,72,Female,Trincomalee,0719978827,occasional_shoppers,user,False,,,2025-08-31 00:00:00+00,2025-08-31 00:00:00+00
c95ab84f-a9d1-4dd3-ae72-190b64fc17b2,Sunil Amarasinghe,user0092@example.com,True,,52,Male,Ratnapura,0763458386,,user,False,,,2024-02-29 00:00:00+00,2024-02-29 00:00:00+00
296bbe64-2972-48ed-af53-998eea3d636f,Gabrielle Stewart,user0093@example.com,True,,33,Female,Vavuniya,0720526386,occasional_shoppers,user,False,,,2023-10-14 00:00:00+00,2023-10-14 00:00:00+00
c3a53743-63ca-47a7-831d-faf1b605b671,Cynthia De Silva,user0094@example.com,True,,21,Male,Nuwara Eliya,0770471823,regular_shoppers,user,False,,,2024-07-13 00:00:00+00,2024-07-13 00:00:00+00
1656e7e7-de43-44e6-8672-8053b48cd0bb,Kevin Adams,user0095@example.com,True,,42,Female,Galle,0721010955,regular_shoppers,user,False,,,2024-05-19 00:00:00+00,2024-05-19 00:00:00+00
6ecbb44b-506a-4d68-9e91-7044a1d39313,Linda Davis,user0096@example.com,True,,68,Female,Jaffna,0746207439,rare_shoppers,user,False,,,2025-06-29 00:00:00+00,2025-06-29 00:00:00+00
e5049b48-2118-4f74-aea8-896dcd35b15e,Shannon Davis,user0097@example.com,True,,45,Female,Colombo,0711656329,regular_shoppers,user,False,,,2024-10-26 00:00:00+00,2024-10-26 00:00:00+00
3259120b-7b78-4da6-b4df-1098ca360440,David Garcia,user0098@example.com,True,,23,Female,Trincomalee,0746093692,frequent_shoppers,user,False,,,2025-02-18 00:00:00+00,2025-02-18 00:00:00+00
f499b84c-444d-4e86-b687-0ccb100da0dc,Kim Nelson,user0099@example.com,True,,22,Male,Galle,0736246038,rare_shoppers,user,False,,,2025-10-12 00:00:00+00,2025-10-12 00:00:00+00
6e681604-dc6c-47da-ab06-d647f4cccad3,Michael Shaffer,user0100@example.com,True,,18,Male,Ratnapura,0790961645,regular_shoppers,user,False,,,2023-10-06 00:00:00+00,2023-10-06 00:00:00+00
45ed7cc9-0d33-429b-b2cf-b500dd34d0dc,Kumari Ray,user0101@example.com,True,,29,Other,Moratuwa,0762738860,occasional_shoppers,user,False,,,2024-10-29 00:00:00+00,2024-10-29 00:00:00+00
e8288fef-1922-4077-8513-3cad765441f0,Timothy Shaffer,user0102@example.com,True,,30,Female,Vavuniya,0738138531,,user,False,,,2025-08-03 00:00:00+00,2025-08-03 00:00:00+00
9113ce98-fce6-45d9-8303-f8c7a9458860,Carmen Dissanayake,user0103@example.com,True,,62,Female,Moratuwa,0766791272,regular_shoppers,user,False,,,2024-06-01 00:00:00+00,2024-06-01 00:00:00+00
429c5cd5-0340-42e1-9830-5f69215291ef,Victoria Santos,user0104@example.com,True,,56,Male,Kalutara,0782062301,occasional_shoppers,user,False,,,2025-01-06 00:00:00+00,2025-01-06 00:00:00+00
ac81ca0a-2e4f-495f-b4f8-bc902e77ef52,Sachini Gunasekara,user0105@example.com,True,,24,Female,Kandy,0754506155,regular_shoppers,user,False,,,2025-03-29 00:00:00+00,2025-03-29 00:00:00+00
09927369-052f-4717-989a-b030d76d3190,Tammy Shaffer,user0106@example.com,True,,,Female,Trincomalee,0713296743,regular_shoppers,user,False,,,2025-10-21 00:00:00+00,2025-10-21 00:00:00+00
606939b9-c70a-46e6-8504-5a69f269fa10,Lauren Shaffer,user0107@example.com,True,,23,Female,Matara,0773909453,occasional_shoppers,user,False,,,2025-12-03 00:00:00+00,2025-12-03 00:00:00+00
5ec5db72-3bdb-4fc4-a2c9-46345a9be829,Shannon Brooks,user0108@example.com,True,,46,Male,Jaffna,0732059232,,user,False,,,2024-12-03 00:00:00+00,2024-12-03 00:00:00+00
e8418ed5-4d6a-4618-989c-c64b6d4ef34a,Thilini Adams,user0109@example.com,True,,53,Female,Trincomalee,0768000104,regular_shoppers,user,False,,,2024-01-17 00:00:00+00,2024-01-17 00:00:00+00
98ee2812-bccc-4158-af43-2a855b895777,Connor Hill,user0110@example.com,True,,74,Female,Anuradhapura,0782060023,occasional_shoppers,user,False,,,2023-05-09 00:00:00+00,2023-05-09 00:00:00+00
59a7663d-9dfe-4459-a79c-902f7e1da0b2,Kimberly Burgess,user0111@example.com,True,,47,Female,Ratnapura,0771453007,regular_shoppers,user,False,,,2023-08-22 00:00:00+00,2023-08-22 00:00:00+00
ab8ef3f9-4340-4fa3-af3c-585a6fbe40c4,Nethmi Herrera,user0112@example.com,True,,63,Female,Negombo,0728972822,regular_shoppers,user,False,,,2023-08-28 00:00:00+00,2023-08-28 00:00:00+00
d932c63a-0ae5-4d72-a53d-05d2c0f2a1b9,Cynthia Hicks,user0113@example.com,True,,26,Male,Vavuniya,0775718640,regular_shoppers,user,False,,,2023-12-21 00:00:00+00,2023-12-21 00:00:00+00
2690d3f9-c509-47dd-b314-700d387a2cff,David Davis,user0114@example.com,True,,71,Male,Colombo,0777838742,frequent_shoppers,user,False,,,2025-02-25 00:00:00+00,2025-02-25 00:00:00+00
b07900bf-0cdd-4533-bf16-2fde35c684fd,Chamara Peterson,user0115@example.com,True,,49,Female,Galle,0746890134,occasional_shoppers,user,False,,,2024-03-27 00:00:00+00,2024-03-27 00:00:00+00
f67c5dae-a0c1-4a4b-b702-e1b97bb22605,Tricia Silva,user0116@example.com,True,,67,Female,Vavuniya,0759239353,regular_shoppers,user,False,,,2024-07-02 00:00:00+00,2024-07-02 00:00:00+00
a38ac30f-b3f6-49df-aea3-4a7ff5562f5d,Anil Bandara,user0117@example.com,True,,66,Female,Jaffna,0714325890,occasional_shoppers,user,False,,,2024-05-21 00:00:00+00,2024-05-21 00:00:00+00
47dd3dc1-ddda-4eea-8e88-f648658f4b49,Carmen Nelson,user0118@example.com,True,,70,Female,Trincomalee,0791907952,occasional_shoppers,user,False,,,2024-12-19 00:00:00+00,2024-12-19 00:00:00+00
9525f14b-d249-498b-a400-776ebf441735,Tharaka Garcia,user0119@example.com,True,,26,Female,Badulla,0749276764,regular_shoppers,user,False,,,2023-12-11 00:00:00+00,2023-12-11 00:00:00+00
363a2706-2d9b-49dd-8d02-1ad62d997baa,David Fernando,user0120@example.com,True,,72,Female,Negombo,0798032908,occasional_shoppers,user,False,,,2023-05-02 00:00:00+00,2023-05-02 00:00:00+00
2970a24a-4dd6-4228-bc1d-3bc1b904516f,Joel Wickramasinghe,user0121@example.com,True,,33,Male,Nuwara Eliya,0760354777,regular_shoppers,user,False,,,2024-07-04 00:00:00+00,2024-07-04 00:00:00+00
b21bc7d4-d7bc-4098-b75c-99aecdd8edce,Carmen Santos,user0122@example.com,True,,74,Male,Badulla,0722501261,regular_shoppers,user,False,,,2023-01-06 00:00:00+00,2023-01-06 00:00:00+00
c696b7eb-8331-4253-ad8b-46f9d325a7a2,Isuru Brooks,user0123@example.com,True,,62,Male,Anuradhapura,0748063218,occasional_shoppers,user,False,,,2025-10-10 00:00:00+00,2025-10-10 00:00:00+00
5334f824-5066-4f47-8176-749e646fed72,Jessica Silva,user0124@example.com,False,,54,Female,Kandy,0731204188,,user,False,,,2025-07-30 00:00:00+00,2025-07-30 00:00:00+00
751cd21d-eadc-49d1-af59-79f66513c6fd,Carmen Brooks,user0125@example.com,False,,,Male,Negombo,0758376818,regular_shoppers,user,False,,,2024-07-15 00:00:00+00,2024-07-15 00:00:00+00
06230d81-d911-48c6-b8a0-7b332ef833e4,Mark Santos,user0126@example.com,False,,75,Male,Trincomalee,0773995913,frequent_shoppers,user,False,,,2023-07-14 00:00:00+00,2023-07-14 00:00:00+00
38f3fb0f-76cf-4b64-94e5-4d84d2a25b92,Gabrielle Davis,user0127@example.com,True,,51,Male,Jaffna,0740728728,regular_shoppers,user,False,,,2023-09-28 00:00:00+00,2023-09-28 00:00:00+00
4273feb4-e97e-4a81-8990-39ab77efaef7,Victoria Santos,user0128@example.com,True,,24,Male,Nuwara Eliya,0729173414,occasional_shoppers,user,False,,,2023-09-30 00:00:00+00,2023-09-30 00:00:00+00
a2587302-adef-4794-ad3a-20297d89a2ef,Gabrielle Perera,user0129@example.com,True,,57,Male,Negombo,0721635070,regular_shoppers,user,False,,,2025-06-25 00:00:00+00,2025-06-25 00:00:00+00
